,Age,Gender,Technical Affinity,PreTrust,ExperienceManagement,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiousness,ProactiveTask1,TimeDurationTask1,difficultyTask1,pointsTask1,OptSelectionTask1,HelpTask1,SuggTask1,TrustTask1,ProactiveTask2,TimeDurationTask2,difficultyTask2,pointsTask2,OptSelectionTask2,HelpTask2,SuggTask2,TrustTask2,ProactiveTask3,TimeDurationTask3,difficultyTask3,pointsTask3,OptSelectionTask3,HelpTask3,SuggTask3,TrustTask3,ProactiveTask4,TimeDurationTask4,difficultyTask4,pointsTask4,OptSelectionTask4,HelpTask4,SuggTask4,TrustTask4,ProactiveTask5,TimeDurationTask5,difficultyTask5,pointsTask5,OptSelectionTask5,HelpTask5,SuggTask5,TrustTask5,ProactiveTask6,TimeDurationTask6,difficultyTask6,pointsTask6,OptSelectionTask6,HelpTask6,SuggTask6,TrustTask6,ProactiveTask7,TimeDurationTask7,difficultyTask7,pointsTask7,OptSelectionTask7,HelpTask7,SuggTask7,TrustTask7,ProactiveTask8,TimeDurationTask8,difficultyTask8,pointsTask8,OptSelectionTask8,HelpTask8,SuggTask8,TrustTask8,ProactiveTask9,TimeDurationTask9,difficultyTask9,pointsTask9,OptSelectionTask9,HelpTask9,SuggTask9,TrustTask9,ProactiveTask10,TimeDurationTask10,difficultyTask10,pointsTask10,OptSelectionTask10,HelpTask10,SuggTask10,TrustTask10,ProactiveTask11,TimeDurationTask11,difficultyTask11,pointsTask11,OptSelectionTask11,HelpTask11,SuggTask11,TrustTask11,ProactiveTask12,TimeDurationTask12,difficultyTask12,pointsTask12,OptSelectionTask12,HelpTask12,SuggTask12,TrustTask12,#Acceptance,#Reliability,#Satisfaction,#Competence,#Predictability,#Annoyance
0,36.0,male,4.0,4.166666666666667,4.0,2.0,3.5,4.5,3.5,5.0,None,42.0,2,10,1C,0,0,1,Suggestion,70.0,2,10,2A,0,0,1,None,72.0,2,10,3E,0,0,1,None,34.0,3,0,4C,0,0,5,None,43.0,3,0,5A,0,0,5,Notification,74.0,3,30,6E,0,0,5,Intervention,33.0,1,20,7A,0,0,4,None,58.0,1,0,8A,0,1,4,None,48.0,1,40,9A,0,1,4,None,27.0,1,20,10B,0,1,5,Intervention,36.0,1,10,11A,0,0,5,None,48.0,1,10,12A,0,1,5,5.0,4.0,4.5,3.75,3.0,1.0
0,26.0,male,4.0,3.5,3.3333333333333335,4.0,3.0,2.5,4.0,4.0,Notification,91.0,2,10,1C,0,0,3,None,60.0,4,10,2B,0,1,3,None,97.0,2,10,3E,0,1,3,None,77.0,2,10,4A,1,1,4,None,82.0,3,10,5A,0,1,4,None,247.0,4,30,6E,0,1,4,None,94.0,4,20,7C,0,1,4,None,49.0,2,20,8B,0,1,4,None,38.0,2,40,9B,0,1,4,Suggestion,63.0,2,10,10B,0,0,4,None,135.0,4,10,11A,0,1,4,None,43.0,4,20,12D,0,1,4,3.75,4.0,4.0,4.0,3.25,2.0
0,25.0,male,4.333333333333333,3.8333333333333335,1.6666666666666667,3.5,2.0,2.0,1.5,3.0,Suggestion,31.0,1,10,1B,0,0,2,None,29.0,4,10,2A,0,0,2,None,35.0,2,10,3A,0,1,2,None,27.0,2,0,4A,0,1,2,None,33.0,5,10,5C,0,1,2,Notification,72.0,4,20,6B,0,0,2,None,24.0,2,10,7C,0,1,2,None,30.0,2,10,8D,0,1,2,None,23.0,4,30,9B,0,0,2,None,46.0,5,10,10C,0,1,2,Suggestion,23.0,1,0,11D,0,0,2,None,23.0,1,10,12A,0,1,2,1.25,2.0,1.75,1.75,3.75,2.0
0,40.0,male,4.333333333333333,3.6666666666666665,3.0,2.5,3.0,2.5,4.0,4.0,None,35.0,2,10,1C,0,0,4,Notification,42.0,3,10,2B,0,0,4,None,27.0,3,0,3A,0,0,4,None,24.0,1,10,4A,0,1,5,None,28.0,4,10,5A,0,1,5,None,41.0,1,30,6E,0,1,5,Notification,42.0,3,10,7B,0,0,3,None,31.0,2,20,8B,0,1,3,Intervention,24.0,2,40,9B,0,0,3,None,23.0,2,10,10B,0,1,4,Notification,39.0,3,10,11A,0,0,4,None,37.0,3,20,12D,0,1,4,4.5,3.75,4.25,4.0,2.75,1.25
0,55.0,male,4.166666666666667,3.8333333333333335,4.0,2.0,3.0,5.0,3.0,3.5,None,53.0,2,10,1B,1,1,2,Intervention,35.0,4,10,2C,0,0,2,None,34.0,2,10,3D,0,1,2,Intervention,33.0,5,10,4C,1,0,1,None,90.0,4,10,5C,1,1,1,None,87.0,1,20,6E,0,1,1,None,53.0,2,20,7A,1,1,2,Suggestion,42.0,1,0,8D,0,0,2,None,78.0,4,40,9D,0,1,2,Intervention,47.0,5,10,10A,0,0,1,None,32.0,2,0,11D,0,1,1,Notification,69.0,2,0,12B,0,0,1,2.5,2.25,2.0,2.0,2.5,3.25
0,26.0,male,4.0,2.5,2.6666666666666665,4.0,2.5,3.0,4.0,3.0,None,129.0,3,10,1A,0,0,4,None,66.0,3,10,2B,0,0,4,Notification,30.0,3,10,3E,0,0,4,None,26.0,3,10,4A,0,0,2,None,21.0,3,10,5A,0,0,2,Notification,26.0,3,20,6B,0,0,2,None,23.0,3,10,7A,0,0,3,None,25.0,3,0,8C,0,0,3,Notification,23.0,3,10,9A,0,0,3,Notification,160.0,3,10,10B,0,1,3,None,87.0,3,0,11C,0,0,3,None,21.0,3,20,12D,0,0,3,2.75,2.75,2.5,3.0,2.0,3.0
0,58.0,male,4.833333333333333,3.8333333333333335,4.666666666666667,1.0,4.0,5.0,3.0,5.0,Notification,38.0,2,10,1C,0,0,3,None,39.0,2,0,2C,0,1,3,None,65.0,2,10,3D,0,1,3,Notification,50.0,2,0,4A,0,0,3,None,73.0,2,10,5A,0,1,3,Suggestion,85.0,2,30,6E,0,0,3,None,53.0,3,20,7A,0,1,4,Intervention,24.0,2,20,8B,0,0,4,None,24.0,2,30,9B,0,1,4,None,24.0,2,10,10B,0,1,2,None,39.0,3,0,11D,0,1,2,Intervention,28.0,2,20,12D,0,0,2,3.0,3.0,3.25,2.75,3.0,1.0
0,57.0,male,4.333333333333333,4.0,4.0,3.0,4.5,4.5,3.0,3.5,None,87.0,2,10,1C,0,0,4,None,57.0,2,10,2A,0,0,4,Suggestion,83.0,3,0,3D,0,0,4,Intervention,42.0,2,10,4B,0,0,4,Notification,90.0,3,10,5B,0,0,4,None,172.0,2,20,6E,0,0,4,None,132.0,3,20,7B,0,1,3,None,74.0,3,20,8A,0,1,3,Intervention,52.0,3,40,9A,0,0,3,None,56.0,2,10,10A,0,1,4,Suggestion,44.0,3,10,11A,0,0,4,None,49.0,3,20,12A,0,1,4,3.5,3.75,3.5,3.75,3.75,3.0
0,34.0,male,4.333333333333333,3.1666666666666665,3.6666666666666665,3.5,4.0,3.0,2.5,2.5,Notification,32.0,2,10,1C,0,0,3,None,22.0,3,10,2A,0,0,3,None,45.0,2,10,3E,0,0,3,None,23.0,2,0,4A,0,0,4,None,59.0,2,10,5A,0,0,4,None,24.0,3,20,6B,0,0,4,None,27.0,2,20,7B,0,0,3,None,23.0,3,20,8B,0,0,3,Notification,29.0,3,40,9B,0,0,3,None,110.0,2,10,10B,0,0,3,None,31.0,2,10,11A,0,0,3,None,63.0,2,10,12A,0,0,3,3.25,3.5,3.75,3.75,3.0,3.0
0,43.0,male,2.3333333333333335,2.1666666666666665,2.3333333333333335,3.0,3.5,4.5,3.5,3.0,Intervention,41.0,3,10,1C,0,0,4,None,49.0,4,10,2B,0,1,4,None,30.0,3,10,3E,0,1,4,None,29.0,3,10,4A,0,1,5,None,27.0,2,10,5A,0,1,5,Notification,47.0,3,30,6E,0,0,5,None,50.0,2,20,7C,0,1,4,Notification,46.0,3,20,8B,0,1,4,None,53.0,3,40,9B,0,1,4,Suggestion,105.0,4,10,10B,0,1,3,None,62.0,3,10,11A,0,1,3,Suggestion,29.0,3,20,12D,0,0,3,3.75,3.5,3.25,3.5,2.25,2.5
0,30.0,male,4.0,3.3333333333333335,4.0,4.5,2.0,4.5,2.5,3.0,None,27.0,2,10,1B,0,0,4,None,21.0,2,10,2C,0,0,4,Suggestion,21.0,2,10,3D,0,0,4,Suggestion,22.0,2,10,4C,0,0,4,None,23.0,2,10,5C,0,0,4,None,22.0,2,20,6D,0,1,4,Suggestion,21.0,2,20,7A,0,0,4,Notification,30.0,2,20,8C,0,0,4,None,23.0,2,40,9D,0,1,4,None,26.0,2,10,10A,0,1,4,None,53.0,2,0,11B,0,0,4,Notification,22.0,2,20,12E,0,0,4,4.0,4.0,4.0,4.0,4.0,4.0
0,32.0,female,3.6666666666666665,3.5,1.0,4.5,2.0,4.5,2.0,4.5,None,117.0,3,10,1B,1,0,4,Suggestion,51.0,2,10,2C,0,0,4,None,126.0,3,10,3D,1,1,4,None,92.0,3,0,4B,1,1,2,None,92.0,3,10,5D,1,1,2,None,124.0,4,10,6D,0,1,2,None,58.0,3,20,7A,1,1,1,None,163.0,5,0,8C,0,1,1,None,31.0,2,30,9A,0,1,1,Suggestion,37.0,2,0,10B,0,0,1,None,39.0,3,0,11D,0,1,1,Notification,64.0,4,10,12D,0,0,1,2.25,3.0,1.5,2.5,2.5,2.25
0,32.0,female,4.0,2.3333333333333335,2.0,3.0,4.0,5.0,4.5,5.0,Notification,47.0,2,10,1C,0,0,3,None,36.0,2,10,2A,0,0,3,None,129.0,3,10,3E,0,1,3,Suggestion,52.0,2,0,4A,0,0,3,None,34.0,3,10,5A,0,1,3,Suggestion,86.0,4,20,6B,0,0,3,None,29.0,3,20,7B,0,1,3,None,34.0,2,0,8C,0,1,3,None,29.0,1,30,9B,0,1,3,None,26.0,1,10,10B,0,1,3,None,26.0,1,10,11A,0,1,3,Suggestion,39.0,4,10,12D,0,0,3,4.25,3.75,4.25,3.75,3.25,2.0
0,29.0,male,4.333333333333333,3.8333333333333335,2.6666666666666665,2.0,3.0,3.5,4.0,4.5,Suggestion,35.0,4,10,1C,0,0,4,None,22.0,2,0,2C,0,0,4,None,22.0,2,10,3A,0,0,4,None,21.0,4,0,4B,0,0,4,Intervention,22.0,2,10,5B,0,0,4,None,32.0,4,10,6A,0,0,4,None,25.0,4,10,7B,0,0,4,Suggestion,32.0,5,20,8A,0,0,4,None,34.0,5,30,9A,0,1,4,Intervention,30.0,5,10,10A,0,0,5,Suggestion,30.0,5,0,11D,0,0,5,None,23.0,5,10,12A,0,1,5,4.0,3.5,3.75,3.75,1.5,1.5
0,28.0,male,3.3333333333333335,4.0,4.333333333333333,3.5,3.0,3.5,3.5,2.5,None,26.0,3,10,1B,0,0,3,None,22.0,2,0,2B,0,0,3,Notification,25.0,2,0,3C,0,0,3,Intervention,130.0,3,10,4A,0,0,3,None,38.0,2,0,5B,0,0,3,None,76.0,2,0,6C,0,0,3,None,24.0,3,20,7B,0,0,3,None,23.0,2,0,8C,0,0,3,Suggestion,26.0,2,20,9B,0,0,3,None,23.0,3,10,10B,0,0,3,Notification,22.0,2,10,11C,0,0,3,None,29.0,2,0,12B,0,0,3,3.0,3.0,3.75,4.0,3.0,3.75
0,28.0,male,4.0,4.0,3.0,1.5,4.5,4.5,3.5,2.5,None,22.0,1,10,1B,0,0,3,None,22.0,1,10,2A,0,0,3,Notification,32.0,4,0,3C,0,0,3,None,26.0,5,10,4B,0,1,4,None,39.0,4,10,5B,0,1,4,None,30.0,4,20,6A,0,1,4,None,29.0,5,20,7B,0,1,2,Notification,42.0,4,10,8B,0,0,2,None,28.0,1,0,9E,0,1,2,None,133.0,4,10,10A,0,1,5,None,23.0,4,10,11C,0,1,5,None,23.0,4,20,12A,0,1,5,3.25,3.25,3.0,3.0,4.0,3.0
0,26.0,male,4.5,3.6666666666666665,4.0,2.0,4.0,3.0,2.0,4.5,Notification,39.0,3,10,1C,0,0,4,None,26.0,2,0,2D,0,0,4,None,22.0,1,10,3C,0,0,4,Intervention,22.0,2,10,4A,0,0,4,None,21.0,2,10,5A,0,1,4,Notification,28.0,4,20,6E,0,0,4,None,31.0,2,20,7C,0,1,4,None,26.0,1,20,8B,0,1,4,Intervention,33.0,3,40,9B,0,0,4,Suggestion,26.0,2,10,10B,0,0,5,None,38.0,3,10,11C,0,1,5,None,28.0,1,10,12A,0,1,5,3.25,3.75,4.0,4.5,3.0,2.0
0,36.0,male,4.5,2.6666666666666665,4.0,2.5,3.5,3.0,3.5,3.0,Notification,38.0,2,10,1C,0,0,4,None,32.0,3,10,2B,0,1,4,None,26.0,2,10,3E,0,1,4,None,23.0,1,10,4A,0,1,4,None,33.0,3,10,5A,0,1,4,Intervention,39.0,4,30,6E,0,0,4,None,30.0,4,20,7C,0,1,4,Suggestion,27.0,4,20,8B,0,0,4,None,29.0,3,40,9B,0,1,4,Notification,32.0,4,10,10B,0,0,3,None,24.0,2,10,11A,0,1,3,None,30.0,4,10,12A,0,1,3,3.5,4.0,4.0,3.5,3.25,2.5
0,30.0,female,3.6666666666666665,2.3333333333333335,1.6666666666666667,2.0,2.5,5.0,2.0,4.0,Suggestion,151.0,3,10,1C,0,0,4,None,196.0,1,10,2B,0,1,4,None,138.0,2,0,3A,0,0,4,None,50.0,3,0,4C,0,1,3,None,36.0,4,10,5C,0,1,3,Notification,61.0,3,30,6E,0,0,3,Suggestion,57.0,4,20,7B,0,0,3,Suggestion,52.0,3,10,8B,0,0,3,None,42.0,2,30,9B,0,1,3,None,40.0,4,10,10B,0,1,2,None,51.0,3,10,11A,0,1,2,None,48.0,3,20,12E,0,1,2,3.0,3.5,3.5,3.25,1.75,2.0
0,49.0,female,3.5,3.3333333333333335,3.3333333333333335,2.0,4.0,2.0,4.5,3.5,Notification,31.0,1,10,1C,0,0,3,None,47.0,1,10,2A,0,0,3,None,52.0,1,10,3A,0,0,3,None,32.0,1,10,4B,0,0,1,None,61.0,1,0,5A,0,1,1,Intervention,52.0,1,30,6E,0,0,1,None,22.0,1,10,7B,0,0,1,Intervention,25.0,1,20,8B,0,0,1,None,21.0,1,30,9A,0,0,1,Suggestion,22.0,1,10,10A,0,0,4,None,40.0,1,10,11A,0,1,4,None,22.0,1,10,12D,0,0,4,2.25,3.5,2.5,2.25,3.75,2.0
0,23.0,male,3.0,2.3333333333333335,3.0,2.5,3.0,3.5,4.0,3.0,Suggestion,29.0,3,10,1C,0,0,4,None,25.0,3,10,2B,0,0,4,None,21.0,3,10,3E,0,0,4,None,30.0,3,10,4A,0,0,3,Intervention,22.0,2,10,5A,0,0,3,None,21.0,2,30,6E,0,0,3,None,277.0,3,20,7C,0,0,4,None,64.0,3,0,8C,0,0,4,None,27.0,3,20,9D,0,0,4,Notification,24.0,2,10,10B,0,0,3,None,28.0,2,0,11C,0,0,3,None,120.0,3,10,12C,0,0,3,2.75,3.0,3.0,3.25,3.0,3.0
0,45.0,male,4.666666666666667,3.8333333333333335,4.666666666666667,2.0,4.5,3.5,2.0,3.0,None,28.0,2,10,1C,0,1,3,Suggestion,35.0,3,0,2C,0,0,3,None,46.0,2,0,3E,0,1,3,None,29.0,2,10,4C,0,1,4,Intervention,33.0,2,10,5C,0,0,4,None,70.0,3,30,6E,0,1,4,None,26.0,2,20,7A,0,1,3,None,27.0,2,10,8B,0,1,3,None,31.0,2,30,9A,0,1,3,Suggestion,29.0,1,10,10A,0,0,3,None,56.0,2,0,11C,0,1,3,None,30.0,2,10,12D,0,1,3,2.75,3.0,3.25,3.75,4.25,2.0
0,57.0,male,3.3333333333333335,3.8333333333333335,3.0,5.0,1.0,5.0,3.0,3.5,Suggestion,53.0,2,10,1A,0,1,4,None,42.0,4,0,2C,0,0,4,None,83.0,4,0,3B,0,0,4,None,25.0,2,0,4A,0,0,4,Intervention,29.0,4,10,5A,0,0,4,None,67.0,5,10,6E,0,0,4,None,38.0,2,20,7A,0,0,4,None,41.0,4,10,8D,0,0,4,None,53.0,4,20,9E,0,0,4,Suggestion,51.0,4,10,10B,0,0,2,None,128.0,4,10,11B,1,0,2,Suggestion,101.0,4,0,12A,0,0,2,3.5,3.5,3.25,3.25,3.25,3.25
0,21.0,female,3.5,2.8333333333333335,2.3333333333333335,3.5,5.0,3.5,2.0,5.0,None,38.0,4,10,1C,0,0,2,None,22.0,2,10,2A,0,0,2,Notification,35.0,1,0,3C,0,0,2,None,33.0,1,0,4A,0,0,3,None,30.0,1,10,5C,0,0,3,None,33.0,1,0,6C,0,0,3,None,22.0,4,30,7B,0,0,4,None,21.0,4,0,8A,0,0,4,Intervention,31.0,4,20,9A,0,0,4,None,23.0,2,10,10C,0,0,2,None,25.0,5,0,11B,0,0,2,Suggestion,26.0,2,10,12A,0,0,2,3.25,3.0,2.75,2.75,2.0,2.5
0,39.0,male,4.0,3.1666666666666665,5.0,2.0,4.5,5.0,4.5,4.0,Suggestion,41.0,2,10,1B,0,0,4,None,23.0,1,10,2C,0,0,4,None,39.0,2,10,3A,0,0,4,None,31.0,3,0,4A,0,0,5,None,30.0,2,10,5C,0,0,5,Suggestion,43.0,4,20,6A,0,0,5,Notification,29.0,2,20,7B,0,0,5,None,38.0,2,10,8C,0,0,5,Intervention,32.0,2,20,9C,0,0,5,None,22.0,2,10,10C,0,0,5,Notification,27.0,2,0,11C,0,0,5,None,28.0,2,0,12A,0,0,5,5.0,4.75,5.0,4.5,3.5,2.0
0,30.0,female,3.3333333333333335,2.1666666666666665,2.0,3.0,3.5,5.0,4.5,5.0,None,507.0,3,10,1B,0,1,2,None,56.0,2,10,2C,0,1,2,Notification,66.0,2,10,3A,0,0,2,Suggestion,51.0,3,0,4A,0,0,4,Suggestion,78.0,2,10,5A,0,1,4,None,64.0,2,30,6B,0,1,4,None,45.0,4,20,7A,0,1,3,Intervention,42.0,3,20,8B,0,0,3,None,25.0,2,30,9B,0,1,3,None,48.0,2,10,10B,1,1,1,None,44.0,2,10,11A,1,1,1,Intervention,39.0,3,20,12D,0,0,1,3.5,3.0,3.0,2.5,2.25,3.0
0,23.0,female,3.8333333333333335,3.6666666666666665,2.0,4.0,3.5,2.5,3.5,3.0,Intervention,30.0,3,10,1A,0,0,2,None,29.0,3,10,2D,0,0,2,None,24.0,3,0,3E,0,0,2,None,22.0,2,10,4A,0,0,3,None,21.0,2,10,5A,0,0,3,None,23.0,2,20,6B,0,0,3,Intervention,70.0,3,20,7C,0,0,3,None,25.0,3,0,8A,0,0,3,None,26.0,3,20,9C,0,0,3,Intervention,61.0,3,10,10B,0,0,3,None,115.0,3,10,11B,0,0,3,None,22.0,3,10,12B,0,0,3,2.75,2.75,2.75,2.75,2.75,2.25
0,59.0,female,3.6666666666666665,3.0,1.0,4.5,2.5,4.0,2.5,3.5,None,25.0,3,10,1C,0,0,3,Notification,31.0,3,10,2B,0,0,3,None,21.0,3,10,3E,0,0,3,Intervention,24.0,3,10,4A,0,0,3,None,22.0,3,0,5B,0,0,3,Intervention,31.0,3,20,6B,0,0,3,None,22.0,3,0,7A,0,0,3,None,23.0,3,0,8C,0,0,3,Suggestion,23.0,3,10,9A,0,0,3,None,21.0,3,10,10B,0,0,3,Notification,23.0,3,10,11B,0,0,3,None,21.0,3,0,12B,0,0,3,3.0,3.0,3.0,3.0,3.0,3.0
0,22.0,female,3.1666666666666665,2.8333333333333335,1.6666666666666667,3.0,2.5,4.5,2.5,2.5,None,45.0,2,10,1C,0,0,4,None,32.0,2,10,2A,0,0,4,Suggestion,35.0,4,10,3E,0,0,4,None,25.0,4,10,4B,0,0,3,None,39.0,4,0,5A,0,0,3,None,49.0,3,20,6B,0,0,3,None,25.0,2,20,7A,0,0,4,None,48.0,4,20,8B,0,1,4,None,26.0,2,40,9B,0,0,4,Intervention,36.0,3,10,10A,0,0,2,None,28.0,2,10,11B,0,0,2,None,34.0,3,10,12A,0,0,2,3.5,3.0,3.0,3.25,3.25,2.75
0,30.0,male,3.8333333333333335,4.0,2.6666666666666665,3.5,3.5,5.0,3.0,4.5,None,46.0,3,10,1C,0,0,4,None,22.0,2,0,2C,0,0,4,Notification,41.0,3,10,3A,0,0,4,None,46.0,4,0,4B,0,0,4,None,24.0,4,0,5A,0,0,4,Suggestion,52.0,3,30,6E,0,0,4,Suggestion,36.0,2,30,7A,0,0,4,Suggestion,24.0,2,20,8B,0,0,4,None,42.0,2,30,9A,0,1,4,None,57.0,4,10,10B,0,1,4,None,24.0,2,0,11D,0,0,4,Suggestion,24.0,3,20,12D,0,0,4,4.25,3.5,3.75,3.5,3.25,1.25
0,33.0,male,3.5,3.0,4.0,3.5,2.0,3.0,3.0,4.0,None,21.0,2,10,1C,0,0,4,None,21.0,3,10,2A,0,0,4,Intervention,26.0,4,10,3E,0,0,4,None,25.0,3,0,4C,0,0,3,None,24.0,2,0,5B,0,0,3,None,23.0,2,20,6B,0,0,3,None,22.0,3,30,7B,0,0,3,Suggestion,22.0,2,10,8A,0,0,3,None,25.0,4,10,9C,0,0,3,None,24.0,2,0,10A,0,0,2,None,22.0,4,10,11B,0,0,2,None,68.0,3,0,12D,0,0,2,3.25,3.25,2.25,3.5,3.25,2.5
0,33.0,male,3.3333333333333335,1.5,1.3333333333333333,2.5,2.0,2.0,3.5,2.5,None,28.0,1,10,1B,0,0,2,None,46.0,4,10,2A,0,1,2,Suggestion,28.0,3,10,3E,0,0,2,None,28.0,5,0,4A,0,1,3,Suggestion,27.0,2,10,5C,0,0,3,None,40.0,1,20,6B,0,0,3,None,50.0,5,0,7A,0,0,3,Notification,41.0,5,10,8B,0,0,3,None,26.0,5,40,9B,0,1,3,None,35.0,5,0,10B,0,1,2,Suggestion,25.0,5,10,11B,0,0,2,None,26.0,5,0,12B,0,0,2,2.75,2.25,2.75,2.5,1.75,2.75
0,23.0,female,3.8333333333333335,2.8333333333333335,2.6666666666666665,3.0,3.5,4.5,5.0,3.0,None,37.0,2,10,1C,0,0,4,None,33.0,2,10,2A,0,0,4,Notification,39.0,2,10,3E,0,0,4,None,51.0,4,0,4A,0,1,3,None,26.0,3,10,5A,0,0,3,Suggestion,99.0,3,20,6B,0,0,3,Suggestion,46.0,4,20,7B,0,0,4,None,43.0,4,20,8B,0,1,4,None,55.0,4,40,9B,0,1,4,None,59.0,4,10,10C,0,1,4,Suggestion,22.0,4,10,11A,0,0,4,None,31.0,4,10,12D,0,0,4,3.75,3.5,3.5,3.75,2.25,1.5
0,25.0,female,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,None,35.0,3,10,1C,0,0,3,Notification,31.0,3,10,2B,0,0,3,None,540.0,3,10,3E,0,1,3,Intervention,25.0,3,10,4A,0,0,3,None,25.0,3,10,5A,0,0,3,None,27.0,3,30,6E,0,1,3,Notification,63.0,3,20,7C,0,0,3,None,43.0,3,0,8A,0,1,3,None,26.0,3,30,9B,0,1,3,None,24.0,3,10,10B,0,0,3,None,27.0,3,10,11A,0,0,3,Intervention,29.0,3,20,12D,0,0,3,3.0,3.0,3.0,3.0,3.0,3.0
0,25.0,female,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Intervention,62.0,3,10,1C,0,0,3,None,27.0,3,10,2B,0,1,3,None,24.0,3,10,3E,0,1,3,Suggestion,21.0,3,10,4A,0,0,3,None,156.0,3,10,5A,0,1,3,None,27.0,3,30,6E,0,1,3,Suggestion,56.0,3,20,7C,0,0,3,None,26.0,3,20,8B,0,1,3,None,23.0,3,40,9B,0,1,3,None,25.0,3,10,10B,0,1,3,None,65.0,3,10,11A,0,1,3,Intervention,21.0,3,20,12D,0,0,3,3.0,3.0,3.0,3.0,3.0,3.0
0,59.0,male,4.333333333333333,3.0,5.0,1.5,3.5,3.0,3.0,4.0,Suggestion,35.0,2,10,1A,0,0,3,None,23.0,2,10,2D,0,0,3,None,23.0,2,10,3C,0,0,3,None,28.0,3,10,4B,0,0,4,None,26.0,3,10,5B,0,1,4,None,26.0,3,20,6D,0,1,4,None,28.0,3,10,7B,0,1,4,None,23.0,3,20,8A,0,1,4,Suggestion,22.0,3,30,9A,0,0,4,Intervention,38.0,3,10,10A,0,0,3,None,22.0,3,10,11C,0,1,3,Notification,29.0,3,20,12A,0,0,3,3.25,3.0,3.0,3.5,3.25,2.0
0,31.0,female,4.333333333333333,4.166666666666667,3.3333333333333335,2.5,3.0,5.0,3.0,3.0,None,24.0,1,10,1C,0,0,5,None,29.0,1,10,2B,0,1,5,Intervention,29.0,1,10,3E,0,0,5,Intervention,24.0,1,10,4A,0,0,5,Notification,35.0,4,10,5A,0,0,5,None,38.0,5,30,6E,0,1,5,Suggestion,30.0,1,10,7B,0,0,5,Intervention,28.0,4,20,8B,0,0,5,None,36.0,4,40,9B,0,1,5,None,29.0,5,10,10B,0,1,5,None,29.0,5,10,11A,0,1,5,None,31.0,4,20,12D,0,1,5,5.0,4.75,4.75,4.75,3.0,1.5
0,27.0,female,3.6666666666666665,3.6666666666666665,3.0,2.5,4.5,2.5,3.5,4.0,Notification,34.0,2,10,1C,0,0,2,None,26.0,2,10,2B,0,1,2,None,21.0,2,10,3E,0,0,2,None,22.0,2,10,4A,0,0,3,None,26.0,4,10,5A,0,0,3,Notification,49.0,2,30,6E,0,0,3,Notification,27.0,3,20,7C,0,0,3,Intervention,22.0,2,20,8B,0,0,3,None,25.0,3,20,9E,0,0,3,Notification,23.0,3,10,10B,0,0,3,None,27.0,2,10,11B,0,1,3,None,25.0,3,20,12D,0,1,3,3.25,3.5,3.25,3.75,3.5,2.0
0,44.0,male,4.0,3.0,2.0,2.0,3.0,5.0,2.0,5.0,None,25.0,3,10,1C,0,0,3,None,22.0,3,10,2A,0,0,3,Suggestion,31.0,3,10,3E,0,0,3,None,31.0,3,10,4B,0,1,3,None,38.0,3,0,5A,0,1,3,Intervention,31.0,3,30,6E,0,0,3,None,27.0,2,20,7A,0,1,4,Notification,34.0,3,20,8B,0,0,4,None,26.0,3,40,9B,0,1,4,Suggestion,29.0,3,10,10A,0,0,3,None,24.0,3,10,11A,0,1,3,None,27.0,3,10,12A,0,1,3,3.0,3.0,3.0,3.25,2.75,2.5
0,37.0,male,4.666666666666667,3.3333333333333335,5.0,1.0,4.5,4.5,1.5,5.0,Notification,38.0,1,10,1B,0,0,4,None,24.0,1,10,2C,0,1,4,None,34.0,2,10,3A,0,1,4,None,33.0,2,0,4B,0,1,4,None,54.0,2,0,5A,0,1,4,Intervention,26.0,1,30,6B,0,0,4,Suggestion,23.0,2,30,7A,0,0,5,Suggestion,41.0,2,20,8B,0,0,5,None,31.0,3,20,9D,0,1,5,None,30.0,2,10,10B,0,1,4,None,41.0,2,10,11A,0,1,4,Notification,41.0,2,0,12A,0,0,4,4.0,4.25,4.25,4.25,3.75,2.0
0,33.0,male,5.0,5.0,1.0,1.0,2.0,4.0,4.5,5.0,None,23.0,2,10,1C,0,0,4,None,21.0,1,10,2A,0,0,4,Intervention,23.0,1,10,3E,0,0,4,Suggestion,22.0,1,10,4B,0,0,5,None,22.0,1,10,5B,0,0,5,None,21.0,1,20,6B,0,0,5,Notification,22.0,1,20,7B,0,0,5,None,20.0,2,10,8B,0,0,5,None,21.0,2,30,9A,0,0,5,None,21.0,1,10,10B,0,0,5,None,21.0,1,10,11A,0,0,5,Intervention,21.0,1,20,12A,0,0,5,5.0,4.75,4.5,4.5,2.75,1.75
0,59.0,male,5.0,4.0,3.6666666666666665,2.0,3.0,3.5,2.0,5.0,None,29.0,1,10,1B,0,0,5,None,23.0,1,10,2C,0,0,5,Suggestion,29.0,1,10,3D,0,0,5,None,24.0,2,0,4A,0,0,5,None,25.0,2,10,5C,0,0,5,None,72.0,3,20,6D,0,0,5,None,30.0,2,20,7B,0,1,5,None,28.0,3,10,8B,0,1,5,None,22.0,3,20,9B,0,0,5,None,22.0,3,0,10B,0,0,3,None,23.0,3,0,11D,0,0,3,None,36.0,3,0,12A,0,1,3,4.5,4.25,4.0,4.25,4.25,1.0
